# Rime user dictionary
#@/db_name	luna_pinyin
#@/db_type	userdb
#@/rime_version	1.7.3
#@/tick	31513
#@/user_id	53f8df16-24bd-4171-bf21-ee7068d0bb6a
a 	啊	c=62 d=1.01193 t=30983
san tiao 	三條	c=1 d=1 t=8191
san xing 	三興	c=1 d=1 t=4545
sang men 	喪門	c=1 d=1 t=27457
sao 	掃	c=2 d=1 t=7548
sao 	騷	c=1 d=1 t=640
sao dao 	掃到	c=1 d=1 t=11215
sao miao 	掃描	c=1 d=1 t=10485
sao wan ma 	掃完碼	c=1 d=1 t=17463
se 	色	c=1 d=1 t=7881
se le 	色了	c=1 d=1 t=3456
sha 	啥	c=12 d=2.16519 t=30839
sha bi 	傻逼	c=3 d=0.1 t=22268
sha bi le 	傻逼了	c=1 d=1 t=22269
sha de 	殺得	c=1 d=1 t=7459
sha dou 	啥都	c=1 d=1 t=3359
sha la 	沙拉	c=1 d=1 t=31246
sha qing kuang 	啥情況	c=1 d=1 t=30753
sha qiu 	沙丘	c=1 d=1 t=13483
sha shi 	啥事	c=1 d=1 t=30978
sha shi hou 	啥時候	c=4 d=1.00017 t=30688
sha wan yi 	啥玩意	c=2 d=1.99501 t=23381
sha wen ti 	啥問題	c=3 d=1 t=25435
sha xian 	沙縣	c=0 d=0.1 t=24454
sha xian xiao chi 	沙縣小喫	c=1 d=1 t=24455
sha ye 	啥也	c=3 d=1 t=27953
sha ye bu shi 	啥也不是	c=2 d=1.99501 t=24524
sha ye mei dong 	啥也沒動	c=1 d=1 t=22329
sha ye mei you 	啥也沒有	c=1 d=1 t=17458
sha yi si 	啥意思	c=2 d=1 t=21811
shai xuan 	篩選	c=2 d=1 t=17378
shan 	刪	c=2 d=1 t=30928
shan bo 	山波	c=1 d=1 t=2935
shan chu 	刪除	c=8 d=1.86071 t=30950
shan diao 	刪掉	c=5 d=1 t=13114
shan le 	刪了	c=3 d=1 t=31244
shan shan 	閃閃	c=1 d=1 t=18966
shan tui 	閃退	c=2 d=1.91393 t=22710
shang 	上	c=77 d=1.28296 t=31139
shang ba 	上吧	c=1 d=1 t=13098
shang ban 	上班	c=1 d=1 t=28977
shang bao 	上報	c=14 d=2.27711 t=19650
shang bian ju 	上邊距	c=1 d=1 t=28850
shang bu liao 	上不了	c=2 d=1 t=21694
shang ce suo 	上廁所	c=1 d=1 t=2918
shang chan 	上產	c=1 d=1 t=4946
shang cheng 	商城	c=1 d=1 t=19178
shang chuan 	上傳	c=13 d=1.00677 t=20666
shang ci 	上次	c=20 d=1.00023 t=30683
shang dao shang 	上島上	c=1 d=1 t=30374
shang dian 	商店	c=2 d=1.00001 t=5727
shang ge 	上個	c=4 d=1.09906 t=30472
shang hai 	上海	c=3 d=1 t=11205
shang hui 	上回	c=1 d=1 t=1649
shang hui 	商會	c=1 d=1 t=1648
shang ji 	上級	c=1 d=1 t=9410
shang jia 	上架	c=1 d=1 t=3538
shang jia 	商家	c=1 d=1.06771 t=2195
shang jia duan 	商家端	c=1 d=1 t=2118
shang lai 	上來	c=5 d=1 t=26145
shang le 	上了	c=3 d=1 t=25456
shang mian 	上面	c=11 d=1.00909 t=29920
shang pin 	商品	c=7 d=1.05411 t=18369
shang qu 	上去	c=4 d=1 t=28322
shang shou 	上手	c=3 d=1.98511 t=21438
shang wan 	上完	c=1 d=1 t=11330
shang wu 	上午	c=6 d=1.00055 t=28974
shang wu 	商務	c=2 d=1.05079 t=8494
shang wu zuo 	上午做	c=1 d=1 t=15027
shang xia 	上下	c=1 d=1 t=17766
shang xia wen 	上下文	c=1 d=1 t=11847
shang xian 	上線	c=61 d=2.26977 t=30582
shang xian 	上限	c=3 d=1 t=29960
shang xian qian 	上線前	c=1 d=1 t=4762
shang ye 	商業	c=1 d=1 t=20178
shang yi ci 	上一次	c=1 d=1 t=22299
shang yi ge 	上一個	c=1 d=1 t=27730
shang yi jia 	上一家	c=1 d=1 t=3052
shang zhou 	上週	c=5 d=1 t=14546
shao 	少	c=5 d=0.101864 t=26523
shao deng 	稍等	c=17 d=1 t=30967
shao deng wo 	稍等我	c=1 d=1 t=15706
shao le 	少了	c=1 d=1 t=6793
shao ma 	少罵	c=1 d=1 t=9860
shao wei 	稍微	c=2 d=1 t=28864
shao yi bu 	少一步	c=1 d=1 t=26524
she bei 	設備	c=7 d=1 t=20882
she bu de ni 	捨不得你	c=1 d=1 t=29585
she chu 	社畜	c=1 d=1 t=14102
she ji 	涉及	c=1 d=1 t=14730
she ji 	設計	c=25 d=1.07947 t=27678
she ji dao 	涉及到	c=1 d=1 t=29002
she ji mo shi 	設計模式	c=1 d=1 t=9580
she ji qi 	設計器	c=1 d=1 t=276
she qu 	社區	c=3 d=1.07172 t=29451
she shi 	設施	c=1 d=1 t=27028
she xiang tou 	攝像頭	c=3 d=1 t=31316
she zhi 	設置	c=22 d=1.98511 t=29331
shen bi 	神筆	c=2 d=1 t=21638
shen bi ma liang 	神筆馬良	c=6 d=1 t=31392
shen he 	審覈	c=3 d=1 t=26484
shen me 	什麼	c=107 d=2.18908 t=31307
shen me yang 	什麼樣	c=2 d=1 t=15314
shen pi 	審批	c=3 d=1.00003 t=13641
shen qing 	申請	c=5 d=1.85214 t=27747
shen ru 	深入	c=1 d=1 t=4399
shen su 	神速	c=1 d=1 t=13211
shen suo 	伸縮	c=1 d=1 t=832
shen zhi 	甚至	c=3 d=1 t=17474
sheng 	剩	c=1 d=1 t=27470
sheng 	勝	c=1 d=1 t=16982
sheng 	昇	c=1 d=1 t=23734
sheng 	生	c=2 d=0.166787 t=3806
sheng chan 	生產	c=91 d=1.51501 t=31343
sheng chan ri qi 	生產日期	c=1 d=1 t=17424
sheng cheng 	生成	c=54 d=2.38903 t=31439
sheng dan 	聖誕	c=1 d=1 t=14315
sheng dao 	升到	c=1 d=1 t=3305
sheng ge 	勝哥	c=1 d=1 t=16891
sheng hai zi 	生孩子	c=2 d=1.33622 t=3364
sheng hua wei ji 	生化危機	c=3 d=2.91727 t=25619
sheng huo 	生活	c=1 d=0.960708 t=18684
sheng ji 	升級	c=13 d=1.68399 t=18749
sheng le 	升了	c=0 d=0.1 t=14417
sheng le ma 	升了嗎	c=1 d=1 t=14418
sheng li 	勝利	c=2 d=1 t=24221
sheng ming 	生命	c=2 d=1 t=30686
sheng ming 	聲明	c=1 d=1 t=2477
sheng qi 	生氣	c=3 d=1 t=17808
sheng qu 	省區	c=8 d=1.00834 t=22000
sheng xia 	剩下	c=3 d=1.00023 t=28146
sheng xiao 	生效	c=4 d=1 t=27590
sheng yin 	聲音	c=1 d=1 t=14503
sheng zhang 	聲張	c=1 d=1 t=7567
shi 	事	c=12 d=1.28198 t=23373
shi 	使	c=1 d=1 t=11844
shi 	是	c=493 d=4.14871 t=31503
shi 	時	c=27 d=1.00002 t=27365
shi 	石	c=0 d=0.1 t=25668
shi 	試	c=8 d=1 t=23818
shi an 	食安	c=13 d=1.90184 t=31310
shi ba 	是吧	c=1 d=1 t=5521
shi bai 	失敗	c=25 d=6.76713 t=29690
shi bai le 	失敗了	c=4 d=1 t=19384
shi bu 	是不	c=1 d=1 t=26161
shi bu shi 	是不是	c=44 d=2.06815 t=30200
shi chang 	市場	c=0 d=0.1 t=9431
shi chang 	時長	c=1 d=1 t=11130
shi chun yan 	石春燕	c=1 d=1 t=25669
shi de 	似地	c=1 d=1 t=14985
shi de 	使得	c=1 d=1 t=13194
shi de 	是的	c=7 d=1.00954 t=30319
shi dian 	十點	c=4 d=1 t=15520
shi dian duo 	十點多	c=1 d=1 t=22606
shi fang 	釋放	c=0 d=0.1 t=1547
shi fen zhong 	十分鐘	c=3 d=1 t=31491
shi fou 	是否	c=33 d=1 t=30177
shi ge 	十個	c=2 d=1.00001 t=5360
shi ge 	是個	c=6 d=1.43825 t=24976
shi gou 	是狗	c=1 d=1 t=18103
shi guo 	試過	c=1 d=0.1 t=18904
shi guo ma 	試過嗎	c=1 d=1 t=18905
shi he 	適合	c=1 d=1 t=2642
shi hou 	時候	c=96 d=2.31343 t=31040
shi hui 	實惠	c=1 d=1 t=9424
shi ji 	世紀	c=0 d=0.1 t=24979
shi ji 	實際	c=3 d=1 t=29087
shi ji ge 	十幾個	c=1 d=1 t=6291
shi ji shang 	實際上	c=3 d=1 t=24840
shi ji tan 	世紀壇	c=1 d=1 t=24980
shi jian 	事件	c=2 d=1 t=12539
shi jian 	實踐	c=6 d=1.00003 t=30824
shi jian 	時間	c=96 d=1.5796 t=31005
shi jian duo 	時間多	c=1 d=1 t=19166
shi jian zhou 	時間軸	c=1 d=1 t=4847
shi lai 	十來	c=0 d=0.1 t=30143
shi lai fen zhong 	十來分鐘	c=1 d=1 t=30144
shi le 	試了	c=6 d=1 t=31067
shi li 	實力	c=1 d=1 t=24828
shi li 	示例	c=3 d=1 t=20995
shi liao 	食療	c=1 d=1 t=10506
shi lin 	石麟	c=2 d=1 t=31320
shi ma 	是嗎	c=2 d=1.05698 t=17536
shi ming 	實名	c=1 d=1 t=16630
shi na ge 	是哪個	c=1 d=1 t=14372
shi ni 	是你	c=2 d=1 t=25573
shi ni de 	是你的	c=1 d=1 t=29576
shi pei 	適配	c=1 d=1 t=24887
shi pin 	視頻	c=9 d=1 t=26866
shi qing 	事情	c=12 d=2.42394 t=28044
shi sha 	是啥	c=6 d=1.03652 t=29901
shi shen me 	是什麼	c=6 d=1.01949 t=13183
shi shi 	實時	c=2 d=1 t=4435
shi shi 	是是	c=0 d=0.1 t=3360
shi shi 	試試	c=62 d=1 t=29661
shi shi qiu shi 	實事求是	c=1 d=1 t=16872
shi shi shi 	是是是	c=5 d=1 t=29887
shi shou 	實收	c=1 d=1 t=14045
shi shou shu liang 	實收數量	c=1 d=1 t=7180
shi shui 	是誰	c=2 d=1.00001 t=11656
shi ta 	是他	c=1 d=1 t=4868
shi tang 	食堂	c=2 d=1.956 t=22790
shi ti sheng 	是提升	c=1 d=1 t=18206
shi tou 	石頭	c=1 d=1 t=12034
shi tou ming 	是透明	c=1 d=1 t=6087
shi wang 	失望	c=1 d=1.09704 t=816
shi wei le 	是爲了	c=0 d=0.1 t=1330
shi wo 	是我	c=1 d=1 t=30095
shi wo de 	是我的	c=1 d=1 t=11050
shi wu 	事務	c=3 d=2.48953 t=9721
shi xia 	試下	c=1 d=1 t=26774
shi xian 	實現	c=9 d=1 t=31206
shi xiang 	事項	c=1 d=1 t=20923
shi xu 	時序	c=1 d=1 t=31401
shi yao 	是要	c=0 d=0.1 t=16485
shi yi dian 	十一點	c=0 d=0.1 t=30290
shi yi dian ban 	十一點半	c=1 d=1 t=30291
shi yi ge 	是一個	c=2 d=1.00421 t=10750
shi yi xia 	試一下	c=8 d=1.00036 t=29936
shi yi zhang 	是一張	c=1 d=1 t=837
shi yin wei 	是因爲	c=1 d=1 t=16065
shi ying 	適應	c=1 d=1 t=25905
shi yong 	使用	c=69 d=1.76287 t=31366
shi yong 	實用	c=1 d=1 t=25387
shi yong 	試用	c=1 d=1 t=5017
shi yong liang 	使用量	c=1 d=1 t=855
shi yong lv 	使用率	c=17 d=1.58773 t=30469
shi yong qi 	試用期	c=3 d=1.00002 t=30939
shi yuan 	十元	c=1 d=1 t=7747
shi yue 	十月	c=0 d=0.1 t=1533
shi yue zhong xun 	十月中旬	c=1 d=1 t=1534
shi zai 	實在	c=2 d=1 t=11026
shi zai 	是在	c=2 d=1 t=10099
shi zhan 	實戰	c=1 d=1 t=18876
shi zhong 	始終	c=1 d=1 t=6980
shi zhong wen 	是中文	c=1 d=1 t=10265
shi zi zhu 	是自助	c=1 d=1 t=16243
shou 	手	c=1 d=1 t=18796
shou bing 	手柄	c=1 d=1 t=21113
shou bu dao 	收不到	c=1 d=1 t=2052
shou ce 	手冊	c=2 d=1 t=20849
shou dao 	收到	c=3 d=1 t=30538
shou dao de 	收到的	c=1 d=1 t=5350
shou dong 	手動	c=4 d=1.00032 t=17488
shou duan 	手段	c=1 d=1 t=5035
shou gong 	手工	c=2 d=1 t=14361
shou gong dao ru 	手工導入	c=1 d=1 t=2061
shou hu 	守護	c=1 d=1 t=24911
shou ji 	手機	c=3 d=1 t=22688
shou ji 	收集	c=33 d=1.46936 t=30850
shou ji hao 	手機號	c=3 d=1.97531 t=21058
shou jia 	售價	c=1 d=1 t=16746
shou jian xiang 	收件箱	c=1 d=1 t=6438
shou kong 	受控	c=1 d=1 t=13675
shou ming 	壽命	c=2 d=1.04573 t=28597
shou qi 	受氣	c=1 d=1 t=9395
shou ru 	收入	c=2 d=1 t=27305
shou shi 	收拾	c=4 d=1 t=30441
shou shu 	手術	c=1 d=1 t=10242
shou su 	手速	c=1 d=1 t=22310
shou tao 	手套	c=0 d=0.1 t=29876
shou wei 	收尾	c=2 d=1 t=28394
shou xi 	首席	c=1 d=1 t=4312
shou xian 	首先	c=2 d=1 t=3916
shou xie 	手寫	c=1 d=0.674072 t=25184
shou xie de 	手寫的	c=1 d=1 t=25185
shou xuan 	首選	c=0 d=0.1 t=20381
shou ye 	首頁	c=8 d=3.61339 t=30358
shou zhu 	守住	c=0 d=0.1 t=27652
shou zhu le 	守住了	c=1 d=1 t=27653
shou zhua 	手抓	c=0 d=0.1 t=13844
shou zhua bing 	手抓餅	c=1 d=1 t=13845
shou zou 	收走	c=1 d=1 t=24450
shu 	數	c=11 d=1.05247 t=30962
shu 	書	c=1 d=1 t=23702
shu 	輸	c=2 d=1.32628 t=8214
shu biao 	鼠標	c=4 d=1.91393 t=10077
shu chu 	輸出	c=6 d=1.00017 t=31389
shu ju 	數據	c=106 d=1.50611 t=30485
shu ju ku 	數據庫	c=7 d=1.04475 t=22312
shu ju yuan 	數據源	c=8 d=1.59285 t=12153
shu ju zong lan 	數據總覽	c=1 d=1 t=853
shu le 	輸了	c=1 d=1 t=8237
shu li 	梳理	c=19 d=1.00001 t=30623
shu li jie kou 	梳理接口	c=1 d=1 t=16437
shu liang 	數量	c=25 d=1.06055 t=30530
shu ru 	輸入	c=11 d=1 t=22425
shu ru fa 	輸入法	c=2 d=1.18637 t=344
shu ru kuang 	輸入框	c=1 d=1 t=23763
shu shi 	舒適	c=0 d=0.1 t=2453
shu shi quan 	舒適圈	c=1 d=1 t=2454
shu xi 	熟悉	c=4 d=1 t=22736
shu xing 	屬性	c=1 d=1 t=9218
shu xu guan 	鼠鬚管	c=14 d=1 t=31513
shu yu 	屬於	c=2 d=1.00004 t=2328
shu zhi 	述職	c=30 d=1.2764 t=31282
shu zi 	數字	c=4 d=1 t=28798
shu zu 	數組	c=4 d=1.00326 t=31409
shua 	刷	c=4 d=1.93194 t=14004
shua lian 	刷臉	c=1 d=1 t=4586
shua qi 	刷漆	c=1 d=1 t=5400
shua xin 	刷新	c=8 d=1 t=22965
shua yi xia 	刷一下	c=1 d=1 t=12796
shuai 	帥	c=0 d=0.1 t=1213
shuai de 	帥的	c=1 d=1 t=14269
shuai ge 	帥哥	c=1 d=1 t=27949
shuai hao hao 	帥浩浩	c=1 d=1 t=1214
shuang ji 	雙擊	c=2 d=1 t=12643
shuang lie 	雙列	c=4 d=1.00779 t=31475
shuang pin 	雙拼	c=1 d=1 t=1
shuang ren 	雙人	c=3 d=1.99005 t=27513
shuang shi 	雙十	c=0 d=0.1 t=545
shuang shi yi 	雙十一	c=4 d=1.98691 t=3001
shuang xiang 	雙向	c=1 d=1 t=28937
shui 	水	c=3 d=1 t=23986
shui 	睡	c=3 d=1.99005 t=23665
shui 	誰	c=16 d=1.00259 t=31280
shui de 	睡得	c=1 d=1 t=7528
shui fei 	水費	c=1 d=1 t=5462
shui fen 	水分	c=1 d=1 t=2931
shui gan 	誰敢	c=1 d=1 t=14471
shui gei 	誰給	c=1 d=1 t=6514
shui hou 	稅後	c=2 d=1.99005 t=1048
shui jia 	誰家	c=1 d=1 t=6450
shui jian 	水煎	c=0 d=0.1 t=16077
shui jiang 	誰講	c=1 d=1 t=21935
shui jiao 	睡覺	c=5 d=1.98511 t=20732
shui jiao mei 	睡覺沒	c=2 d=1 t=11166
shui lai 	誰來	c=5 d=1.00018 t=26546
shui lai jiang 	誰來講	c=1 d=1 t=21932
shui le 	睡了	c=3 d=1.37344 t=8699
shui mei shui jiao 	睡沒睡覺	c=1 d=1 t=12993
shui na 	誰那	c=1 d=1 t=21559
shui ping 	水平	c=3 d=1 t=7017
shui shui 	水水	c=1 d=1 t=8535
shui xing 	睡醒	c=0 d=0.1 t=12668
shui yi 	睡衣	c=1 d=1 t=26775
shui yin 	水印	c=10 d=9.60524 t=29043
shui zhao 	睡着	c=0 d=0.1 t=6248
shun chang 	順暢	c=1 d=1 t=2579
shun dai 	順帶	c=1 d=1 t=27664
shun xu 	順序	c=24 d=1.02579 t=31432
shuo 	說	c=33 d=1.00014 t=30696
shuo ba 	說吧	c=1 d=1 t=20412
shuo bu guo qu 	說不過去	c=1 d=1 t=10800
shuo bu qing chu 	說不清楚	c=1 d=1 t=2526
shuo dao 	說道	c=1 d=1 t=22676
shuo de 	說的	c=14 d=1.02204 t=30684
shuo de hao 	說得好	c=1 d=1 t=21652
shuo fa 	說法	c=2 d=1.18452 t=29891
shuo guo 	說過	c=2 d=1.0001 t=18710
shuo hao de 	說好的	c=1 d=1 t=24578
shuo le 	說了	c=4 d=0.1 t=22602
shuo le suan 	說了算	c=0 d=0.1 t=5946
shuo ming 	說明	c=8 d=1 t=27416
shuo ni 	說你	c=1 d=1 t=18760
shuo sha 	說啥	c=0 d=0.1 t=29512
shuo sha ne 	說啥呢	c=1 d=1 t=29513
shuo shi hua 	說實話	c=2 d=1.39455 t=3252
shuo shuo 	說說	c=1 d=1 t=18623
si 	死	c=0 d=0.1 t=6244
si dian 	四點	c=1 d=0.1 t=11097
si dian ban 	四點版	c=1 d=1 t=11098
si dian duo 	死掂掇	c=1 d=1 t=6245
si diao 	撕掉	c=1 d=1 t=17614
si fu 	私服	c=1 d=1 t=9116
si ge 	四個	c=3 d=1.71177 t=23294
si huo 	私活	c=1 d=1 t=4575
si ji 	司機	c=8 d=1 t=29988
si jia 	四家	c=1 d=1 t=24780
si kao 	思考	c=2 d=1 t=28103
si ke 	思科	c=1 d=1 t=9522
si le 	死了	c=2 d=1.1437 t=30750
si liao 	私聊	c=1 d=1 t=16481
si lu 	思路	c=3 d=1 t=26873
si ren 	私人	c=0 d=0.1 t=3088
si you 	私有	c=1 d=1 t=18175
song 	宋	c=2 d=1.98511 t=20393
song 	送	c=2 d=1.0625 t=18166
song hui 	送回	c=1 d=1 t=30734
song huo 	送貨	c=1 d=1 t=7612
song ren 	松仁	c=2 d=1.56553 t=8341
song shui 	送水	c=1 d=1 t=29168
song yi 	送一	c=0 d=0.1 t=29175
song yi tong 	送一桶	c=1 d=1 t=29176
sou 	搜	c=4 d=1 t=27106
sou bu chu lai 	搜不出來	c=1 d=1 t=16518
sou bu dao 	搜不到	c=1 d=1 t=25472
sou dao 	搜到	c=2 d=1.00007 t=31323
sou gou 	搜狗	c=2 d=1 t=31509
sou le 	搜了	c=1 d=1 t=28487
sou suo 	搜索	c=3 d=1 t=25245
sou wan 	搜完	c=1 d=1 t=8218
sou yi xia 	搜以下	c=1 d=1 t=7171
su du 	速度	c=5 d=1 t=31140
su ning 	蘇寧	c=1 d=1 t=25585
su zhan su jue 	速戰速決	c=1 d=1 t=23522
suan 	算	c=6 d=1 t=29951
suan chu lai 	算出來	c=1 d=1 t=27092
suan fa 	算法	c=2 d=1 t=29298
suan le 	算了	c=3 d=1 t=17987
suan suan 	算算	c=1 d=1 t=31057
suan ta 	算他	c=1 d=1 t=24009
suan yi xia 	算一下	c=2 d=1 t=24117
sui 	歲	c=1 d=1 t=3310
sui bian 	隨便	c=12 d=1.00248 t=31329
sui ji 	隨機	c=1 d=1 t=20649
sui ran 	雖然	c=1 d=1 t=4294
sui shi 	隨時	c=2 d=1 t=28125
sui shi yong 	隨時用	c=1 d=1 t=23483
sui sui 	祟祟	c=1 d=1 t=7575
sui zhe 	隨着	c=1 d=1 t=30942
sun 	孫	c=1 d=1 t=23035
sun jie 	孫杰	c=1 d=1 t=19723
suo 	所	c=0 d=0.1 t=474
suo duan 	縮短	c=2 d=1.24537 t=1169
suo fang 	縮放	c=1 d=1 t=17643
suo yi 	所以	c=32 d=1.00194 t=28020
suo yin 	索引	c=1 d=1 t=7804
suo you 	所有	c=36 d=2.76131 t=30279
suo you de 	所有的	c=3 d=1 t=23099
suo you ren 	所有人	c=3 d=1.9802 t=28771
suo you xiao fen dui 	所有小分隊	c=1 d=1 t=18837
ta 	他	c=61 d=1.01528 t=31257
ta 	她	c=4 d=1.956 t=27807
ta 	它	c=2 d=1 t=21909
ta bei 	他被	c=1 d=1 t=22925
ta de 	他的	c=15 d=1 t=28566
ta de ren 	他的人	c=1 d=1 t=4336
ta dou 	他都	c=3 d=0.162662 t=28222
ta dou bu qu 	他都不去	c=1 d=1 t=28223
ta hai 	它還	c=1 d=1 t=17408
ta hao xiang 	他好像	c=1 d=1 t=5561
ta hui 	他會	c=1 d=1 t=24084
ta jia 	他家	c=1 d=1 t=22477
ta jiao 	他叫	c=1 d=1 t=9858
ta jiu 	他就	c=1 d=1 t=2933
ta ke neng 	他可能	c=1 d=1 t=3389
ta lia 	他倆	c=1 d=1 t=22204
ta ma 	他媽	c=5 d=1 t=27455
ta ma de 	他媽的	c=18 d=1.04301 t=30363
ta men 	他們	c=63 d=1.34669 t=29175
ta na 	他那	c=2 d=1 t=28943
ta ne 	他呢	c=1 d=1 t=13860
ta shi 	他是	c=1 d=0.1 t=13789
ta shi 	踏實	c=1 d=1 t=20193
ta shi ge 	他是個	c=1 d=1 t=13790
ta shuo 	他說	c=2 d=1 t=28228
ta shuo de 	他說的	c=1 d=1 t=14055
ta wen 	他問	c=0 d=0.1 t=2517
ta wen wo 	他問我	c=1 d=1 t=2518
ta xiang 	他想	c=1 d=1 t=24736
ta yi jing 	他已經	c=0 d=0.1 t=7752
ta yi jing bu ke sou le 	他已經不咳嗽了	c=1 d=1 t=7753
ta ying gai 	他應該	c=1 d=1 t=26031
ta you 	他又	c=1 d=1.09501 t=6497
ta you lai le 	他又來了	c=1 d=1 t=6498
ta zai 	他在	c=2 d=1 t=30663
ta zai na 	他在那	c=1 d=1 t=22453
ta zhe ge 	他這個	c=1 d=1 t=30882
tai 	太	c=9 d=0.1 t=29325
tai 	臺	c=3 d=1.02623 t=6402
tai chu ji 	太初級	c=1 d=1 t=1712
tai chuang 	太闖	c=11 d=2.05303 t=30577
tai da 	太大	c=3 d=1 t=27752
tai du 	態度	c=1 d=1 t=18713
tai duan 	太短	c=0 d=0.1 t=6488
tai duan le 	太短了	c=1 d=1 t=6489
tai duo 	太多	c=2 d=1.03354 t=1743
tai duo le 	太多了	c=5 d=1 t=26790
tai kuai le 	太快了	c=1 d=1 t=13210
tai leng 	太冷	c=1 d=1 t=24447
tai luan 	太亂	c=0 d=0.1 t=28189
tai luan le 	太亂了	c=1 d=1 t=28190
tai man le 	太慢了	c=1 d=1 t=6452
tai nan le 	太難了	c=2 d=1.00001 t=19511
tai neng 	太能	c=1 d=1 t=1130
tai niu bi 	太牛逼	c=1 d=1 t=29326
tai wan 	臺灣	c=1 d=1 t=31145
tai xia ren le 	太嚇人了	c=1 d=1 t=5279
tai xiao 	太小	c=1 d=1 t=18373
tai xu 	太虛	c=0 d=0.1 t=3298
tai xu yao 	太虛要	c=1 d=1 t=3299
tai zhi le 	太值了	c=1 d=1 t=3295
tan 	壇	c=0 d=0.1 t=24979
tan 	彈	c=1 d=1 t=6943
tan 	談	c=8 d=2.95073 t=29970
tan cheng 	坦誠	c=1 d=1 t=11624
tan chu 	彈出	c=1 d=1 t=6948
tan chuang 	彈窗	c=8 d=1.00756 t=12551
tang 	趟	c=2 d=1.00003 t=19318
tao bao 	淘寶	c=4 d=1 t=29283
tao bao yuan 	淘寶源	c=1 d=1 t=21260
tao can 	套餐	c=1 d=1 t=8807
tao can er 	套餐二	c=2 d=1.14086 t=6193
tao kong 	掏空	c=0 d=0.1 t=20234
tao kong le 	掏空了	c=1 d=1 t=20235
tao lun 	討論	c=14 d=1.78077 t=30826
tao su 	桃酥	c=2 d=1.97531 t=30464
tao tai 	淘汰	c=1 d=1 t=9819
tao tai le 	淘汰了	c=1 d=1 t=6318
tao tao bu jue 	滔滔不絕	c=1 d=1 t=1106
te bie de 	特別的	c=2 d=1 t=4921
te dian 	特點	c=1 d=1 t=2127
te shu 	特殊	c=1 d=1 t=28174
te xing 	特性	c=7 d=2.60555 t=30944
teng 	疼	c=0 d=0.1 t=23992
teng 	騰	c=1 d=1 t=7801
teng bu teng 	疼不疼	c=1 d=1 t=23993
teng chu 	騰出	c=1 d=1 t=5252
teng kai 	騰開	c=1 d=1 t=18795
teng xun 	騰訊	c=10 d=1 t=24909
teng xun yun 	騰訊雲	c=15 d=1 t=22481
ti 	提	c=18 d=0.700248 t=30422
ti an 	提案	c=1 d=1 t=20721
ti chu 	提出	c=2 d=1 t=30465
ti dai 	替代	c=1 d=1 t=19276
ti dao 	提到	c=2 d=1 t=8973
ti dui 	梯隊	c=1 d=1 t=18882
ti gao 	提高	c=2 d=1 t=18262
ti gei 	提給	c=3 d=1 t=24053
ti gong 	提供	c=18 d=1 t=29223
ti gong le 	提供了	c=2 d=1.93707 t=5086
ti guo lai 	踢過來	c=1 d=1 t=16454
ti huan 	替換	c=4 d=1.00001 t=28042
ti huo 	提貨	c=3 d=2.57281 t=7182
ti jiao 	提交	c=14 d=1.0802 t=30547
ti jiao cheng gong 	提交成功	c=1 d=1 t=6207
ti jiao le 	提交了	c=1 d=1 t=26916
ti jiao qian 	提交前	c=1 d=1 t=30548
ti jiao xin xi 	提交信息	c=1 d=1 t=26085
ti le 	提了	c=2 d=1 t=8708
ti li huo 	體力活	c=1 d=1 t=18657
ti qian 	提前	c=10 d=2.01495 t=27388
ti shen 	提審	c=4 d=1.84368 t=7945
ti sheng 	提升	c=21 d=1 t=30617
ti sheng le 	提升了	c=1 d=1 t=145
ti shi 	提示	c=3 d=1 t=31124
ti wen 	提問	c=1 d=1 t=18619
ti xi 	體系	c=5 d=2.0982 t=10300
ti xian 	體現	c=2 d=0.1 t=29113
ti xiao 	提效	c=1 d=1 t=3911
ti xiao lv 	提效率	c=1 d=1 t=1938
ti xing 	提醒	c=1 d=1 t=27622
ti yan 	體驗	c=3 d=1 t=29929
ti yao qiu 	提要求	c=2 d=1.94649 t=27916
ti yi ge 	提一個	c=1 d=1 t=30423
tian 	填	c=4 d=1.0703 t=22372
tian 	天	c=4 d=1 t=18106
tian 	田	c=8 d=0.1 t=29936
tian cheng 	天成	c=1 d=1 t=11093
tian chong 	填充	c=1 d=1 t=7035
tian dao chou qin 	天道酬勤	c=1 d=1 t=13519
tian de 	填的	c=1 d=1 t=30125
tian dou 	天都	c=1 d=1 t=8585
tian jia 	添加	c=39 d=2.00606 t=30389
tian li jun 	田立軍	c=1 d=1 t=29937
tian liang 	天涼	c=1 d=1 t=11655
tian tan 	天壇	c=1 d=1 t=24966
tian tian 	天天	c=6 d=1 t=30805
tian yi 	天翼	c=0 d=0.1 t=11210
tian yi yun 	天翼雲	c=1 d=1 t=11211
tiao 	條	c=3 d=1.95123 t=21740
tiao 	調	c=18 d=1.00063 t=27227
tiao 	跳	c=2 d=1 t=19631
tiao dao 	跳到	c=1 d=1 t=7971
tiao dong 	跳動	c=1 d=1 t=27303
tiao guo 	跳過	c=4 d=1 t=30607
tiao huan 	調換	c=1 d=1 t=11012
tiao jia 	調價	c=2 d=0.20365 t=10488
tiao jia dan 	調價單	c=2 d=1.57407 t=10600
tiao jian 	條件	c=1 d=1 t=9828
tiao jie 	調解	c=1 d=1 t=29280
tiao shi 	調試	c=14 d=1.38845 t=27337
tiao wan 	調完	c=1 d=1 t=17227
